Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
36	NCT01908985	Ocular Fluorophotometry for Glaucoma Treated With Cyclo-coagulation Using High Intensity Focused Ultrasound (HIFU).	Available	No Results Available	Refractory Open Angle Glaucoma	Procedure: high intensity focused ultrasound for cyclodestruction in the eye	EyeTechCare	Both	Adult|Senior		null	Industry	Expanded Access		EYEMUST-FLUO	July 24, 2013	null	null	June 15, 2015	July 2013	No Study Results Posted	null	null		https://ClinicalTrials.gov/show/NCT01908985
37	NCT01855802	Greek Physicians Perceptions Regarding Generics Prescribing in Glaucoma	Recruiting	No Results Available	Glaucoma		Democritus University of Thrace	Both	Adult|Senior		70	Other	Observational		EIT-GG-P	April 30, 2013	April 2013	October 2013	May 13, 2013	May 2013	No Study Results Posted	null	September 2013	Generic Perception	https://ClinicalTrials.gov/show/NCT01855802
38	NCT01766947	IOP Fluctuations in Primary Open Angle Glaucoma Patients Before and After Deep Sclerectomy	Withdrawn	No Results Available	Primary Open Angle Glaucoma	Device: Sensimed Triggerfish	Sensimed AG	Both	Adult|Senior		0	Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label	TF-1206	January 10, 2013	November 2012	March 2014	May 12, 2014	May 2014	No Study Results Posted	null	March 2014	Effect of DS on IOP fluctuation profile as recorded by Triggerfish in patients with POAG.|effect of DS on the diurnal and nocturnal IOP fluctuation pattern|Changes in visual field up to 6 months after DS|Safety and Tolerability	https://ClinicalTrials.gov/show/NCT01766947
39	NCT01957267	Functional and Structural Imaging for Glaucoma	Recruiting	No Results Available	Glaucoma		Oregon Health and Science University|National Eye Institute (NEI)	Both	Adult|Senior		150	Other|NIH	Observational	Observational Model: Cohort|Time Perspective: Prospective	OHSU IRB #00009729|1R01EY023285	September 11, 2013	September 2013	October 2018	April 21, 2015	April 2015	No Study Results Posted	FSOCT	October 2018	Developing glaucoma or progression with glaucoma as defined by study criteria	https://ClinicalTrials.gov/show/NCT01957267
40	NCT02028572	Structure Function Correlation in Primary Open Angle Glaucoma	Completed	No Results Available	Primary Open Angle Glaucoma		Vasan Eye Care Hospital	Both	Adult|Senior		130	Other	Observational	Observational Model: Case-Only|Time Perspective: Cross-Sectional	GLC-STR-FN	December 5, 2013	February 2013	June 2014	December 28, 2014	December 2014	No Study Results Posted	STR_FN	May 2014	Correlation between retinal nerve fibre layer thickness measured by optical coherence tomography and mean sensitivity, mean deviation as reported by visual fields.|Correlation between retinal nerve fibre layer thinning and scotomatous defects in visual fields in primary open angle glaucoma.	https://ClinicalTrials.gov/show/NCT02028572
41	NCT02406833	Phase I Dose Escalation Study to Investigate the Safety of ISTH0036 in Subjects With Glaucoma Undergoing Trabeculectomy	Recruiting	No Results Available	Primary Open Angle Glaucoma	Drug: TGF-β2 antisense oligonucleotide|Procedure: Trabeculectomy	Isarna Therapeutics GmbH	Both	Adult|Senior	Phase 1	24	Industry	Interventional	Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	ISTH-01-111|2014-004985-74	March 25, 2015	April 2015	April 2017	October 15, 2015	October 2015	No Study Results Posted	null	April 2017	Safety and tolerability as assessed by clinical monitoring and reporting of adverse events (AE) and serious adverse events (SAE)|Intraocular pressure|Number of interventions post trabeculectomy|Visual field	https://ClinicalTrials.gov/show/NCT02406833
42	NCT02162043	Development and Evaluation of a Self-administered/Assisted Visual Field Screening Tool for Glaucoma	Recruiting	No Results Available	Glaucoma|Diagnostic Self-evaluation		University of Manchester	Both	Adult|Senior		300	Other	Observational		2366	June 6, 2014	November 2014	July 2017	June 3, 2015	June 2015	No Study Results Posted	null	June 2015	Diagnostic performance of the new self-test for glaucoma screening.|Diagnostic performance of the new test on patients suspect to glaucoma	https://ClinicalTrials.gov/show/NCT02162043
43	NCT02539745	Associations of Vitamin D Deficiency and Vitamin D Receptor Polymorphisms With the Risk of Primary Open-angle Glaucoma	Completed	No Results Available	Vitamin D Deficiency|Primary Open- Angle Glaucoma	Other: Vitamin D receptor polymorphic analysis|Other: Serum levels of 1a, 25-Dihydroxyvitamin D3	Lv Yingjuan|Tianjin Medical University Eye Hospital	Both	Adult		200	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	tjykdxykyy1	August 3, 2015	July 2013	March 2015	August 31, 2015	August 2015	No Study Results Posted	null	December 2014	Serum levels of 1a, 25-Dihydroxyvitamin D3|gene polymorphisms of vitamin D receptor	https://ClinicalTrials.gov/show/NCT02539745
44	NCT02555436	Management of Glaucoma w/ SLT or Trabecular Stent Bypass Microsurgery Using the Diopsys VEP/PERG Protocols	Not yet recruiting	No Results Available	Glaucoma	Device: Visual Evoked Potential/Pattern Electroretinogram (VEP/PERG)	University of Pittsburgh|Diopsys	Both	Adult|Senior		60	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	2015-UPMC-01	September 10, 2015	November 2015	September 2016	September 18, 2015	September 2015	No Study Results Posted	null	April 2016	Visual Evoked Potential (VEP)|Pattern Electroretinogram	https://ClinicalTrials.gov/show/NCT02555436
45	NCT01791673	Circular Cyclocoagulation Using HIFU With EYEOP1 Device in Glaucoma Patients	Completed	No Results Available	Glaucoma	Device: Ultrasound glaucoma treatment	EyeTechCare	Both	Adult|Senior		30	Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	EYEMUST-3	February 13, 2013	November 2012	June 2014	June 15, 2015	February 2013	No Study Results Posted	null	May 2013	Success rate : Proportion of eyes that achieve an IOP of > 5 mmHg and <21 mmHg or an IOP reduction > 20%|Average change in IOP (mm Hg)|Percentage change in IOP from baseline|Average change in glaucoma hypotensive medications|Incidence of device and procedure-related complications during follow-up	https://ClinicalTrials.gov/show/NCT01791673
46	NCT02016898	The Effect of Sponge Versus No-Sponge Placement of Mitomycin-C on the Outcomes of Trabeculectomy With Ex-PRESS Glaucoma Filtration Device	Recruiting	No Results Available	Primary Open Angle Glaucoma	Procedure: Placement of the sponge|Drug: Mitomycin-C	Duke University	Both	Adult|Senior	Phase 2	100	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	Pro00048136	December 16, 2013	March 2014	June 2017	February 3, 2015	February 2015	No Study Results Posted	null	January 2016	Change in complication rates|Change in Intraocular pressure	https://ClinicalTrials.gov/show/NCT02016898
47	NCT02524431	The Changes Within the Cells of the Drainage System of the Eye in Patients With Glaucoma	Recruiting	No Results Available	Glaucoma	Other: Collection of trabecular meshwork tissue during surgery	Wills Eye|Thomas Jefferson University	Both	Adult|Senior		7	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Basic Science|Masking: Open Label	14-430E	August 6, 2015	November 2014	January 2016	August 13, 2015	August 2015	No Study Results Posted	null	January 2016	3-D EM tomography for mitochondria obtained from sample tissue|Gene expression of Drp1	https://ClinicalTrials.gov/show/NCT02524431
48	NCT01868126	Multi-center Study Assessing the Safety and Efficacy of DE-117 Ophthalmic Solution in Subjects With Primary Open-angle Glaucoma or Ocular Hypertension	Completed	No Results Available	Open-angle Glaucoma or Ocular Hypertension	Drug: DE-117 ophthalmic solution|Drug: latanoprost ophthalmic solution|Other: Placebo	Santen Inc.	Both	Adult|Senior	Phase 2	91	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	33-002	May 29, 2013	May 2013	September 2013	January 6, 2014	January 2014	No Study Results Posted	null	August 2013	Intraocular pressure (mmHg)|Adverse events|Ocular signs and symptoms	https://ClinicalTrials.gov/show/NCT01868126
49	NCT02526680	Does Using a Low Vision Aid Device Improve Quality of Life in Glaucoma Patients?	Completed	No Results Available	Glaucoma	Device: OrCam	Wills Eye	Both	Adult|Senior		13	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label	14-396	August 6, 2015	May 2014	August 2015	August 14, 2015	August 2015	No Study Results Posted	null	July 2015	NEI-VFQ-25|Timed reading of an article	https://ClinicalTrials.gov/show/NCT02526680
50	NCT02014597	Human Optokinetic Contrast Device (HOCD) to Measure Visual Function and Identify Patients With and Without Glaucoma	Recruiting	No Results Available	Glaucoma	Device: HOCD	Benjamin Frankfort, MD, PhD|Baylor College of Medicine	Both	Adult|Senior	Phase 1|Phase 2	140	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Diagnostic|Masking: Open Label	H-30109	November 26, 2013	May 2015	July 2021	September 11, 2015	September 2015	No Study Results Posted	HOCD	July 2021	Estimated contrast sensitivity in log units|Distinguish patients with and without glaucoma (statistically different log units of contrast sensitivity)|Compare contrast sensitivity measured with the HOCD (log units of contrast sensitivity) to white on white sensitivity (in decibels) via automated perimetry|Compare contrast sensitivity measured with the HOCD (log units of contrast sensitivity) to contrast sensitivity testing (log units of contrast sensitivity) via Pelli Robson Contrast Sensitivity Chart testing.	https://ClinicalTrials.gov/show/NCT02014597
51	NCT02059278	Safety and Efficacy of T-2345 Compared to Xalatan in Subjects With Primary Open Angle Glaucoma or Ocular Hypertension	Completed	No Results Available	Primary Open Angle Glaucoma|Ocular Hypertension	Drug: T-2345|Drug: Xalatan	Nephron Pharmaceuticals Corporation	Both	Adult|Senior	Phase 3	335	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	T-2345-001	February 7, 2014	January 2014	January 2015	April 21, 2015	April 2015	No Study Results Posted	null	January 2015	Intraocular pressure|Visual Acuity|Slit Lamp Examination|Ophthalmoscopy|Visual Field Testing|Safety	https://ClinicalTrials.gov/show/NCT02059278
52	NCT01774227	the Pops-titration Versus the Slow-coagulation Cyclophotocoagulation in Treatment of Refractory Glaucoma	Recruiting	No Results Available	Glaucoma|Intraocular Pressure	Procedure: The pops-titration group|Procedure: The slow-coagulation group	Prince of Songkla University	Both	Adult|Senior		90	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	EC 56-094-02-1-2	January 17, 2013	May 2013	December 2017	June 11, 2015	June 2015	No Study Results Posted	null	December 2017	Success rate|Response rate|Cyclodiode efficacy index|Failure rate	https://ClinicalTrials.gov/show/NCT01774227
53	NCT01979913	An Open, Non-randomized Pilot Study on the Effect of Preservative Free Tafluprost (Saflutan® Augentropfen) in Patients With Ocular Hypertension or Primary Open Angle Glaucoma With an Uncontrolled Intraocular Pressure of 30 mmHg and More	Completed	No Results Available	Primary Open Angle Glaucoma|Ocular Hypertension	Drug: Saflutan® 15 microgram/ml Augentropfen im Einzeldosisbehältnis	Dr. Anton Hommer|Ordination Dr. Hommer	Both	Adult|Senior	Phase 4	16	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	OPHT-260213	November 4, 2013	October 2013	September 2014	April 21, 2015	April 2015	No Study Results Posted	null	April 2014	Intraocular pressure	https://ClinicalTrials.gov/show/NCT01979913
54	NCT02097979	The Impact of a Brief Educational Intervention on Glaucoma Adherence	Completed	No Results Available	Glaucoma Medication Adherence	Behavioral: Glaucoma Educational Intervention	Maisonneuve-Rosemont Hospital|Pfizer	Both	Adult|Senior		null	Other|Industry	Interventional		Pfizer Canada NRA6110029	March 13, 2014	July 2007	June 2013	March 24, 2014	March 2014	No Study Results Posted	null	June 2013	Medication Possession Ratio|Eye drop instillation technique|Perception of the importance of glaucoma eye drop therapy	https://ClinicalTrials.gov/show/NCT02097979
55	NCT01975714	Intraocular Pressure and Tolerability Study of Preservative-free Prostaglandins (Bimatoprost and Latanoprost) on Glaucoma and Ocular Hypertension: European, Multicentric, Investigator-led, Single Masked Study	Completed	No Results Available	Glaucoma|Ocular Hypertension	Drug: Preservative-free latanoprost|Drug: Preservative-free bimatoprost	Association for Innovation and Biomedical Research on Light and Image	Both	Adult|Senior	Phase 4	67	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	ECR-GLC-2013-06	October 23, 2013	October 2013	February 2015	October 19, 2015	October 2015	No Study Results Posted	SPORT	February 2015	Difference in mean IOP values between the 2 groups at 6 months|Difference in IOP values IOP values, visual acuity, hyperaemia, visual acuity and tolerability between the groups in change from baseline	https://ClinicalTrials.gov/show/NCT01975714
56	NCT01769521	Relationship Between 24-hour IOP Pattern and the 24-hour Blood Pressure Pattern in Patients With POAG	Completed	No Results Available	Primary Open Angle Glaucoma|Normal Tension Glaucoma	Device: Sensimed Triggerfish®	Sensimed AG	Both	Adult|Senior		20	Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label	TF-1011	January 10, 2013	October 2012	April 2013	July 16, 2013	July 2013	No Study Results Posted	null	April 2013	To evaluate the relationship between the 24-hour IOP fluctuations as monitored by Triggerfish® and the 24-hour blood pressure pattern in patients with POAG.|Nycthemeral IOP pattern|Relationship between the nocturnal IOP fluctuation pattern and the diurnal fluctuation pattern (office hours)|Relationship between intraocular pulsation amplitude and BP|Relationship between the intraocular pulsation frequency and heart rate (HR)|Assess safety and tolerability	https://ClinicalTrials.gov/show/NCT01769521
