Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
150	NCT02149420	PD of VAY736 in Patients With Primary Sjögren's Syndrome	Recruiting	No Results Available	Primary Sjögren's Syndrome	Drug: VAY736|Drug: Placebo	Novartis Pharmaceuticals|Novartis	Both	Adult|Senior	Phase 2	30	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Pharmacodynamics Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	CVAY736X2201|2013-000250-22	September 9, 2013	May 2014	June 2017	May 14, 2015	May 2015	No Study Results Posted	CVAY736X2201	June 2017	Change in EULAR Sjögren's syndrome disease activity index (ESSDAI)|Change in EULAR Sjögren's Syndrome Patient Response Index (ESSPRI)|Change in Short Form (36) Health Survey (SF-36)|Change in Multidimensional Fatigue Inventory (MFI)|Change in the physician's global assessment by means of Visual Analog Scale (VAS)|Change in the patient's global assessment by means of Visual Analog Scale (VAS)|VAY736 serum concentration	https://ClinicalTrials.gov/show/NCT02149420
151	NCT02132585	Cross-sectional Study of Use of Speckle Method in Early Diagnosis of Cardiovascular Dysfunction	Active, not recruiting	No Results Available	Sjogren Syndrome	Procedure: Speckle tracking echocardiography	University of Roma La Sapienza	Both	Adult|Senior		700	Other	Observational	Observational Model: Case Control|Time Perspective: Cross-Sectional	Spk-001	May 5, 2014	January 2010	May 2014	May 5, 2014	February 2014	No Study Results Posted	SPEEDCARS	March 2013	Longitudinal Myocardial Strain reduction in Sjogren Patients|Association between 6minute-walking-test and Longitudinal strain reduction	https://ClinicalTrials.gov/show/NCT02132585
152	NCT02110446	Evaluation of the Efficacy and the Mechanism of Chinese Herbal Formula SS-1 for Sjögren's Syndrome	Recruiting	No Results Available	Sjögren's Syndrome	Drug: SS-1|Drug: Placebo	Chang Gung Memorial Hospital|Chang Gung University|National Science Council, Taiwan|China Medical University, China|China Medical University Hospital	Both	Adult|Senior	Phase 2	60	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	102-2481A	April 1, 2014	February 2014	January 2016	September 22, 2014	February 2014	No Study Results Posted	SS-1	January 2015	Ocular surface disease index (OSDI)|EULAR Sjogren's syndrome patient reported index (ESSPRI)|SJS symptoms Questionnaire|Schirmer's test|Salivary scintigraphy|Oxidative stress and antioxidant capacity|Quality of life (SF-36)|Regulatory effect on cytokine	https://ClinicalTrials.gov/show/NCT02110446
153	NCT02067910	Efficacy and Safety of Abatacept in Patients With Primary Sjögren's Syndrome	Recruiting	No Results Available	Sjögren's Syndrome	Drug: Abatacept SC	University Medical Center Groningen|Bristol-Myers Squibb	Both	Adult|Senior	Phase 3	88	Other|Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	IM101-473	February 14, 2014	August 2014	July 2018	August 21, 2014	August 2014	No Study Results Posted	ASAPIII	February 2018	ESSDAI|Safety parameters|ESSDAI (at time-points other than 24 weeks)|DAS28(CRP) and DAS28(ESR)|Corticosteroid dose (decrease, stable, increase)|Salivary gland function|Tear gland function|ESSPRI|Patient and Physician Global assessment of disease activity (patGDA, phyGDA)|Multidimensional Fatigue Index (MFI)|Health related quality of life (Short Form-36; SF-36)|Patient Acceptable Symptom State (PASS)|Female Sexual Function Index (FSFI)|NRS score vaginal dryness|Histological change in parotid gland|Laboratory immune markers|EQ-5D|Work Participation and Activity Impairment questionnaire (WPAI)	https://ClinicalTrials.gov/show/NCT02067910
154	NCT02027298	Abatacept for Patients With Inflammatory Arthritis Associated With Sjögren's Syndrome: an Open-Label Phase II Study	Withdrawn	No Results Available	Primary Sjogren's Syndrome|Secondary Sjogren's Syndrome|Inflammatory Arthritis|Rheumatoid Arthritis	Drug: Abatacept	Qingping Yao|Bristol-Myers Squibb|The Cleveland Clinic	Both	Adult|Senior	Phase 2	0	Other|Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CC-Yao-2012001	November 18, 2013	November 2013	April 2015	February 2, 2015	February 2015	No Study Results Posted	null	April 2015	Efficacy of Abatacept in patients with inflammatory arthritis and Sjogren's Syndrome|Increase or change in autoantibody profile|Explore the potential efficacy of Abatacept in the exocrine glandular function	https://ClinicalTrials.gov/show/NCT02027298
155	NCT01989819	Primary Sjögren Syndrome	Recruiting	No Results Available	Primary Sjögren's Syndrome	Other: skin biopsy	University Hospital, Limoges	Both	Adult|Senior		55	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	I10 023	November 6, 2013	September 2012	June 2016	December 2, 2013	October 2011	No Study Results Posted	NeuroSenSS	September 2015	To evaluate the cutaneous lymphocytic infiltration|Cutaneous infiltration T, B and Th17	https://ClinicalTrials.gov/show/NCT01989819
156	NCT01971957	Sjogren-Larsson Syndrome: Natural History, Clinical Variation and Evaluation of Biochemical Markers	Recruiting	No Results Available	Sjogren-Larsson Syndrome (SLS)		University of Nebraska	Both	Child|Adult|Senior		50	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	560-12	April 30, 2013	April 2013	July 2017	October 29, 2013	October 2013	No Study Results Posted	SLS	July 2017	Characterize the extent and progression of neurocutaneous disease in patients with Sjogren-Larsson syndrome, and identify useful biomarkers.	https://ClinicalTrials.gov/show/NCT01971957
157	NCT01782235	Efficacy of Tocilizumab in Primary Sjögren's Syndrome.	Recruiting	No Results Available	Primary Sjögren's Syndrome (pSS)	Drug: Tocilizumab|Drug: Placebo	University Hospital, Strasbourg, France	Both	Adult|Senior	Phase 2|Phase 3	110	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	5206|2012-002045-37	January 30, 2013	July 2013	March 2017	March 11, 2014	March 2014	No Study Results Posted	ETAP	January 2017	Improvement of the ESSDAI score equal to or greater than 3 points compared to enrollment.	https://ClinicalTrials.gov/show/NCT01782235
158	NCT02379169	Effects of Sea Buckthorn Oil and Lutein on Eye Health	Not yet recruiting	No Results Available	Risk Factors for Age Related Macular Degeneration	Dietary Supplement: Sea buckthorn oil & lutein|Dietary Supplement: Placebo	Turku University Hospital|Aromtech Ltd.	Both	Adult|Senior		90	Other|Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	SBEYE	November 7, 2014	February 2015	August 2018	February 26, 2015	November 2014	No Study Results Posted	SBEYE	February 2017	Change in macular pigment optical density from baseline to 6 mo|Change in symptoms of dry eye from baseline to 6 mo|Change in serum lipids (Triglycerides, HDL-cholesterol, LDL-cholesterol, total cholesterol) from baseline to 6 mo|Change in serum markers of inflammation (hs-CRP) from baseline to 6 mo|Change in circulating aminotransferases (ALAT, ASAT) from baseline to 6 mo|Change in contrast sensitivity from baseline to 6 mo|Change in vision aquity from baseline to 6 mo|Change in vision functioning from baseline to 6 mo|Change in tear film osmolarity from baseline to 6 mo	https://ClinicalTrials.gov/show/NCT02379169
159	NCT01838252	Hyaluronic Acid Gels for Lower Lid Retraction	Withdrawn	No Results Available	Ectropion	Procedure: Hyaluronic acid|Procedure: Saline	University of California, Los Angeles	Both	Adult	Phase 4	0	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	12-001629	April 18, 2013	February 2013	May 2014	December 2, 2014	December 2014	No Study Results Posted	null	February 2014	Lower eyelid position|Subjective dry eye symptoms|Objective dry eye signs	https://ClinicalTrials.gov/show/NCT01838252
160	NCT01840683	HELP Therapy for Dry AMD	Active, not recruiting	No Results Available	Non-exudative (Dry) Age-related Macular Degeneration (AMD)	Device: H.E.L.P. therapy (H.E.L.P. Plasmat Futura System)	B.Braun Avitum AG	Both	Adult|Senior		22	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	BA-I-H-1202	April 5, 2013	May 2013	January 2016	November 11, 2014	November 2014	No Study Results Posted	HELPuc	September 2015	To evaluate the effects of H.E.L.P. therapy on the best corrected visual acuity (BCVA) in patients with non-exudative (dry) AMD.|To evaluate the effects of H.E.L.P. therapy on the change in drusen area as assessed by colour photography.|To evaluate the effects of H.E.L.P. therapy in area of abnormal autofluorescence as assessed by Fundus Autofluorescence (FAF).|To evaluate the effects of H.E.L.P. therapy on overall visual functioning as assessed by the Visual Functioning Questionnaire (VFQ)-25 test.|To evaluate the safety of H.E.L.P. therapy by assessing laboratory tests and vital signs.|To evaluate the effects of H.E.L.P. on the integrity of the outer retinal bands as assessed by Optical Coherence Tomography (OCT)|To evaluate the effects of H.E.L.P. therapy on the best corrected visual acuity (BCVA).|To evaluate the effects of H.E.L.P. therapy on the AREDS severity scale as assessed by colour photography.|To evaluate the effects of H.E.L.P. therapy on the incidence and change in area of geographic hypo autofluorescence as assessed by fundus autofluorescence images.|To evaluate the effects of H.E.L.P. on the drusen volume as assessed by Optical Coherence Tomography (OCT)|To evaluate the safety of H.E.L.P. therapy by assessing adverse events (AEs).|To evaluate the safety of H.E.L.P. therapy by physical examination.	https://ClinicalTrials.gov/show/NCT01840683
161	NCT02293538	FID# 114657 in Contact Lens Wearers	Completed	No Results Available	Refractive Error|Symptoms of Ocular Dryness	Drug: FID# 114657 eye drops (10 ml)|Drug: Saline eye drops (15 ml)|Device: Habitual contact lenses	Alcon Research	Both	Adult|Senior		234	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)	LCO242-P001	November 14, 2014	November 2014	July 2015	July 28, 2015	July 2015	No Study Results Posted	null	July 2015	Mean Pre-lens Tear Lipid Layer Thickness (LLT) after 2 hours of lens wear on Day 1|Mean comfortable lens wear time (Time Uncomfortable - Time Insertion) at Baseline and Day 14|Percentage of subjects that experience at least a unit increase from baseline score to Day 14 for overall comfort with lenses (1-10 scale)|Mean change from baseline in comfortable lens wear time (Time Uncomfortable - Time Insertion) to Day 14|Mean Pre-lens Tear Lipid Layer Thickness after 2 hours of lens wear on Day 14	https://ClinicalTrials.gov/show/NCT02293538
162	NCT02024269	Study to Assess the Safety and Effects of Cells Injected Intravitreal in Dry Macular Degeneration	Withdrawn	No Results Available	Dry Macular Degeneration	Biological: Adipose Derived Stem Cells	Bioheart, Inc.	Both	Adult|Senior		0	Industry	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	ADI-US-AMD-001	December 17, 2013	December 2013	June 2017	September 15, 2015	September 2015	No Study Results Posted	null	December 2016	frequency and nature of adverse events|Visual Field analysis (10-2)|Visual Acuity Measurements|Intraocular pressure	https://ClinicalTrials.gov/show/NCT02024269
163	NCT01922128	Safety Study of a Topical Treatment for Dry Age Related Macular Degeneration	Completed	No Results Available	Nonexudative Age-related Macular Degeneration	Drug: MC-1101, Placebo	MacuCLEAR, Inc.	Both	Adult|Senior	Phase 1	20	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	MC-1101-002	August 7, 2013	September 2013	December 2013	April 17, 2014	April 2014	No Study Results Posted	null	November 2013	No significant ocular or systemic adverse events in any of the 20 study subjects	https://ClinicalTrials.gov/show/NCT01922128
164	NCT01920867	Stem Cell Ophthalmology Treatment Study	Recruiting	No Results Available	Retinal Disease|Macular Degeneration|Hereditary Retinal Dystrophy|Optic Nerve Disease|Glaucoma	Procedure: RB (Retrobulbar)|Procedure: ST (Subtenon)|Procedure: IV (Intravenous)|Procedure: IVIT (Intravitreal)|Procedure: IO (Intraocular)	Retina Associates of South Florida|MD Stem Cells	Both	Adult|Senior		300	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	ICMS-2013-0019.	August 8, 2013	August 2013	August 2017	October 16, 2015	October 2015	No Study Results Posted	SCOTS	August 2016	Visual acuity|Visual fields	https://ClinicalTrials.gov/show/NCT01920867
165	NCT02286089	Safety and Efficacy Study of OpRegen for Treatment of Advanced Dry-Form Age-Related Macular Degeneration	Recruiting	No Results Available	Age-related Macular Degeneration	Biological: OpRegen	Cell Cure Neurosciences Ltd.	Both	Adult|Senior	Phase 1|Phase 2	15	Industry	Interventional	Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CCN_CT02	November 2, 2014	April 2015	August 2017	April 13, 2015	April 2015	No Study Results Posted	null	August 2016	Safety and tolerability of OpRegen|Duration of graft survival|Efficacy of the graft	https://ClinicalTrials.gov/show/NCT02286089
166	NCT01890187	Repeatability and Reproducibility of Cirrus HD-OCT Measurements of Illumination Areas Under the Retinal Pigment Epithelium	Completed	No Results Available	Advanced Dry AMD With Geographic Atrophy		Carl Zeiss Meditec, Inc.|DataMed Devices Inc.	Both	Adult|Senior		85	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	HD-OCT-GA-2010-2	June 24, 2013	November 2010	February 2011	June 27, 2013	June 2013	No Study Results Posted	null	February 2011	Coefficient of variation for area of increased illumination under the RPE (mm^2)|Coefficient of variation of the closest distance to fovea	https://ClinicalTrials.gov/show/NCT01890187
167	NCT02227498	Argus II Retinal Prosthesis System Dry AMD Feasibility Study Protocol	Recruiting	No Results Available	Age Related Macular Degeneration	Device: Argus II Retinal Prosthesis System	Second Sight Medical Products	Both	Adult|Senior	Phase 1	5	Industry	Interventional	Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CP-04-01	August 25, 2014	October 2014	March 2018	January 16, 2015	January 2015	No Study Results Posted	null	March 2016	The number of adverse events in implanted subjects.|Visual function	https://ClinicalTrials.gov/show/NCT02227498
168	NCT01822873	Study on Visual Function Impairments in Dry Age-related Macular Degeneration	Recruiting	No Results Available	Age Related Macular Degeneration		Duke University|Hoffmann-La Roche	Both	Adult|Senior		210	Other|Industry	Observational	Time Perspective: Prospective	Pro00036248	March 28, 2013	March 2013	null	August 3, 2015	August 2015	No Study Results Posted	null	December 2017	Change in low luminance visual acuity|Change in cone specific contrast sensitivity|Change in contrast sensitivity|Change in macular sensitivity on microperimetry	https://ClinicalTrials.gov/show/NCT01822873
169	NCT02540148	Transpalpebral Micro Current Electrical Stimulation for the Treatment of Dry Age-Related Macular Degeneration	Not yet recruiting	No Results Available	Age-related Macular Degeneration	Device: Nova Oculus™ Micro-current electrical stimulation|Device: Nova Oculus™ Micro-current electrical stimulation - Sham treatment	The Eye Machine Canada Inc.	Both	Adult|Senior		30	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	NO001C	September 1, 2015	null	null	September 2, 2015	September 2015	No Study Results Posted	null	September 2016	The primary outcome will be the mean change in visual acuity at the six week visit of the study group versus the control group.	https://ClinicalTrials.gov/show/NCT02540148
170	NCT02130531	Pharmacokinetic and Pharmacodynamic Study of Emixustat in Subjects With Geographic Atrophy Associated With Dry Age-Related Macular Degeneration	Active, not recruiting	No Results Available	Geographic Atrophy|Age-Related Macular Degeneration	Drug: Emixustat HCl Tablet|Other: Placebo Tablet	Acucela Inc.	Both	Adult|Senior	Phase 1	26	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Pharmacokinetics/Dynamics Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator)	4429-101	May 1, 2014	April 2014	December 2015	July 16, 2015	July 2015	No Study Results Posted	null	September 2015	Area Under the Concentration-Time Curve from time zero to 24 hours [(AUC(0-24h)]|Degree of suppression of the ERG b-wave response post-photobleaching.	https://ClinicalTrials.gov/show/NCT02130531
171	NCT01802866	Safety and Efficacy Assessment Treatment Trials of Emixustat Hydrochloride	Active, not recruiting	No Results Available	Geographic Atrophy	Drug: ACU-4429|Drug: Placebo	Acucela Inc.|Otsuka Pharmaceutical Co., Ltd.	Both	Adult|Senior	Phase 2|Phase 3	480	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	4429-202	February 28, 2013	February 2013	July 2016	July 16, 2015	July 2015	No Study Results Posted	SEATTLE	July 2016	Change from baseline in the total area of the GA lesion(s)|Change from baseline in BCVA score|Frequency of AEs, discontinuations due to AEs, or dose modifications; severity and seriousness of AEs	https://ClinicalTrials.gov/show/NCT01802866
172	NCT02463344	Long Term Follow Up of Sub-retinal Transplantation of hESC Derived RPE Cells in Patients With AMD	Enrolling by invitation	No Results Available	Age-Related Macular Degeneration	Biological: MA09-hRPE	Ocata Therapeutics	Both	Adult|Senior		13	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	ACT MA09-hRPE AMD -001 LTFU	May 13, 2015	July 2012	December 2030	June 2, 2015	June 2015	No Study Results Posted	null	December 2029	Number of patients experiencing a grade 2 or greater adverse event related to the cell product or showed any evidence that the cells were contaminated with an infectious agent or showed any evidence that the cells have tumorigenic potential|Exploratory evaluations for potential efficacy endpoints.|Exploratory evaluation for successful engraftment.	https://ClinicalTrials.gov/show/NCT02463344
173	NCT02563782	Study to Evaluate Sub-retinal Transplantation of Retinal Pigmented Epithelial Cells in Patients With Dry AMD	Recruiting	No Results Available	Age-Related Macular Degeneration	Biological: Sub-retinal transplantation of MA09-hRPE cells|Drug: tacrolimus and mycophenolate mofetil|Drug: Placebo tacrolimus and mycophenolate mofetil|Procedure: Sham Surgery	Ocata Therapeutics	Both	Adult|Senior	Phase 2	60	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	MA09-hRPE AMD 02 PORTRAY	September 21, 2015	August 2015	May 2019	September 29, 2015	September 2015	No Study Results Posted	PORTRAY	March 2017	Number of subjects with evidence of graft failure or rejection.|Change in area of geographic atrophy by Optical coherence tomography|Change in area of geographic atrophy by Autofluorescence|Change in average Best Corrected Visual Acuity (BCVA)	https://ClinicalTrials.gov/show/NCT02563782
174	NCT02016508	Safety Study of Use of Autologous Bone Marrow Derived Stem Cell in Treatment of Age Related Macular Degeneration	Recruiting	No Results Available	Age Related Macular Degeneration	Drug: autologous bone marrow derived stem cells	Al-Azhar University|Hassan , Hosny , M.D. M.Sc|Samour , Hany  M.D. M.Sc|Ismail , Mahmoud  M.D. M.Sc|Higazy , Hasan  M.D. M.Sc|Abou el kheir, Wael, M.D. M.Sc.|Gabr, Hala , M.D. M.Sc.|Bakry, Sayed , phD. M.Sc.	Both	Adult|Senior	Phase 1|Phase 2	1	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	NCT 4619792013|4619792013	May 18, 2013	March 2013	June 2015	December 20, 2013	December 2013	No Study Results Posted	null	April 2015	number of subjects with adverse events|Assessment of visual function changes from the base line	https://ClinicalTrials.gov/show/NCT02016508
175	NCT01799564	Micropulse Laser for Geographic Atrophy	Recruiting	No Results Available	Geographic Atrophy|Age-related Macular Degeneration	Procedure: Micropulse	Institut de la Macula y la Retina	Both	Adult|Senior	Phase 1	15	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Caregiver, Outcomes Assessor)	MPL4DRY	February 25, 2013	August 2012	June 2017	March 23, 2015	March 2015	No Study Results Posted	MPL4DRY	December 2016	Change in area of atrophy as measured with fundus autofluorescence	https://ClinicalTrials.gov/show/NCT01799564
176	NCT02464956	Production of iPSC Derived RPE Cells for Transplantation in AMD	Not yet recruiting	No Results Available	Age Related Macular Degeneration (AMD)		Moorfields Eye Hospital NHS Foundation Trust|Medical Research Council	Both	Adult|Senior		10	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	DACL1011	May 14, 2015	July 2015	April 2016	June 3, 2015	May 2015	No Study Results Posted	null	April 2016	Successful production of a Retinal Epithelial (RPE) layer that fulfils Regulatory Regulation for transplantation. This will be confirmed with standard laboratory characterisation of RPE and completed toxicity and safety studies on the cell layer.	https://ClinicalTrials.gov/show/NCT02464956
177	NCT01782989	Clinical Study to Evaluate Treatment With ORACEA® for Geographic Atrophy (TOGA)	Recruiting	No Results Available	Geographic Atrophy	Drug: ORACEA®|Drug: Placebo	Paul Yates, MD, PhD|MEDARVA Foundation|University of Virginia	Both	Adult|Senior	Phase 2|Phase 3	286	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	16586	January 31, 2013	February 2013	December 2017	June 19, 2015	June 2015	No Study Results Posted	TOGA	July 2017	Rate of enlargement in area of geographic atrophy in the study eye during the treatment period.|Change in Best Corrected Visual Acuity (BCVA)	https://ClinicalTrials.gov/show/NCT01782989
178	NCT02127463	Phase II/III Study of the Efficacy and Safety of MacuCLEAR MC-1101 in Treating DryAge-Related Macular Degeneration	Recruiting	No Results Available	Non-Exudative Age Related Macular Degeneration	Drug: MC-1101|Drug: MC-1101 Vehicle	MacuCLEAR, Inc.	Both	Adult|Senior	Phase 2|Phase 3	60	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	MC-1101-003	April 25, 2014	April 2014	April 2016	April 29, 2014	April 2014	No Study Results Posted	McCP2/3	April 2016	Visual Function|Safety and tolerability (incidence and severity of adverse events, ocular irritability, ocular hyperemia)	https://ClinicalTrials.gov/show/NCT02127463
